id,reporte_id,tipo_trabajo,descripcion,prioridad,materiales,observaciones_materiales,created_at,updated_at
392,392,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,,2023-05-29 04:16:00,2023-05-30 10:16:00
393,393,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2023-06-03 02:13:00,2023-06-03 10:13:00
394,394,instalacion,Hay que ir a instalar una nueva conexión,alta,,Verificar stock en bodega,2023-05-31 11:28:00,2023-06-01 22:28:00
395,395,reparacion,Es necesario reparar el sistema dañado,urgente,"Router TP-Link, Cable UTP",,2023-06-02 06:12:00,2023-06-02 16:12:00
396,396,reparacion,Es necesario reparar el sistema dañado,normal,Antena de 5GHz,,2023-06-07 21:59:00,2023-06-10 12:59:00
397,397,reparacion,Es necesario reparar el sistema dañado,alta,,Verificar stock en bodega,2023-06-10 11:09:00,2023-06-12 03:09:00
398,398,reparacion,Es necesario reparar el sistema dañado,normal,,Verificar stock en bodega,2023-06-10 15:06:00,2023-06-11 23:06:00
399,399,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2023-06-04 15:34:00,2023-06-06 13:34:00
400,400,reparacion,Es necesario reparar el sistema dañado,alta,,Verificar stock en bodega,2023-06-10 04:05:00,2023-06-10 06:05:00
401,401,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2023-06-09 13:27:00,2023-06-12 04:27:00
402,402,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,,2023-06-09 05:51:00,2023-06-09 19:51:00
403,403,mantenimiento,Realizar mantenimiento preventivo,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-06-09 02:47:00,2023-06-09 23:47:00
404,404,instalacion,Hay que ir a instalar una nueva conexión,baja,Switch de 8 puertos,Verificar stock en bodega,2023-06-08 09:04:00,2023-06-09 02:04:00
405,405,mantenimiento,Realizar mantenimiento preventivo,baja,Modem Huawei,,2023-06-15 13:13:00,2023-06-17 01:13:00
406,406,mantenimiento,Realizar mantenimiento preventivo,baja,Antena de 5GHz,,2023-06-11 11:23:00,2023-06-12 06:23:00
407,407,mantenimiento,Realizar mantenimiento preventivo,urgente,,Verificar stock en bodega,2023-06-12 23:44:00,2023-06-14 14:44:00
408,408,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,Verificar stock en bodega,2023-06-11 18:03:00,2023-06-13 10:03:00
409,409,reparacion,Es necesario reparar el sistema dañado,urgente,Antena de 5GHz,,2023-06-16 06:54:00,2023-06-17 23:54:00
410,410,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-06-14 06:50:00,2023-06-14 11:50:00
411,411,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,Verificar stock en bodega,2023-06-16 00:31:00,2023-06-16 03:31:00
412,412,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2023-06-17 22:01:00,2023-06-18 09:01:00
413,413,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,Verificar stock en bodega,2023-06-12 21:22:00,2023-06-14 14:22:00
414,414,instalacion,Hay que ir a instalar una nueva conexión,normal,Modem Huawei,,2023-06-17 01:50:00,2023-06-17 05:50:00
415,415,reparacion,Es necesario reparar el sistema dañado,normal,,Verificar stock en bodega,2023-06-17 13:08:00,2023-06-18 06:08:00
416,416,reparacion,Es necesario reparar el sistema dañado,normal,,,2023-06-12 07:51:00,2023-06-12 20:51:00
417,417,instalacion,Hay que ir a instalar una nueva conexión,alta,Switch de 8 puertos,,2023-06-12 19:56:00,2023-06-15 09:56:00
418,418,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2023-06-13 11:45:00,2023-06-15 02:45:00
419,419,instalacion,Hay que ir a instalar una nueva conexión,normal,,Verificar stock en bodega,2023-06-17 18:34:00,2023-06-20 17:34:00
420,420,reparacion,Es necesario reparar el sistema dañado,urgente,,Verificar stock en bodega,2023-06-13 05:26:00,2023-06-15 15:26:00
421,421,instalacion,Hay que ir a instalar una nueva conexión,urgente,,Verificar stock en bodega,2023-06-18 06:35:00,2023-06-19 05:35:00
422,422,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,Verificar stock en bodega,2023-06-13 21:53:00,2023-06-14 11:53:00
423,423,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,,2023-06-13 03:37:00,2023-06-15 09:37:00
424,424,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,,2023-06-15 00:36:00,2023-06-16 21:36:00
425,425,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2023-06-17 04:37:00,2023-06-19 04:37:00
426,426,instalacion,Hay que ir a instalar una nueva conexión,normal,,Verificar stock en bodega,2023-06-21 15:44:00,2023-06-23 03:44:00
427,427,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,Verificar stock en bodega,2023-06-22 23:58:00,2023-06-25 04:58:00
428,428,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2023-06-23 07:47:00,2023-06-24 23:47:00
429,429,configuracion,Configurar nuevamente el equipo,normal,"Router TP-Link, Cable UTP",,2023-06-23 15:22:00,2023-06-24 06:22:00
430,430,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,,2023-06-24 13:36:00,2023-06-25 07:36:00
431,431,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2023-06-18 13:45:00,2023-06-20 12:45:00
432,432,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,,2023-06-22 01:26:00,2023-06-24 20:26:00
433,433,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2023-06-19 18:26:00,2023-06-21 20:26:00
434,434,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-06-30 02:05:00,2023-07-02 19:05:00
435,435,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,,2023-06-27 10:44:00,2023-06-28 05:44:00
436,436,instalacion,Hay que ir a instalar una nueva conexión,alta,Switch de 8 puertos,Verificar stock en bodega,2023-06-30 06:43:00,2023-07-01 00:43:00
437,437,reparacion,Es necesario reparar el sistema dañado,urgente,Antena de 5GHz,Verificar stock en bodega,2023-06-25 08:17:00,2023-06-26 12:17:00
438,438,mantenimiento,Realizar mantenimiento preventivo,urgente,,Verificar stock en bodega,2023-06-28 00:28:00,2023-06-29 19:28:00
439,439,reparacion,Es necesario reparar el sistema dañado,urgente,Switch de 8 puertos,,2023-06-27 03:06:00,2023-06-27 15:06:00
440,440,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,Verificar stock en bodega,2023-07-01 15:39:00,2023-07-02 14:39:00
441,441,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,,2023-06-27 21:29:00,2023-06-29 15:29:00
442,442,instalacion,Hay que ir a instalar una nueva conexión,urgente,,,2023-06-26 21:14:00,2023-06-28 20:14:00
443,443,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,Verificar stock en bodega,2023-06-25 18:39:00,2023-06-26 18:39:00
444,444,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2023-06-26 15:11:00,2023-06-28 22:11:00
445,445,configuracion,Configurar nuevamente el equipo,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-06-30 23:25:00,2023-07-03 08:25:00
446,446,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,,2023-06-28 07:58:00,2023-06-29 15:58:00
447,447,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,Verificar stock en bodega,2023-07-02 01:33:00,2023-07-03 22:33:00
448,448,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,Verificar stock en bodega,2023-07-01 09:53:00,2023-07-02 00:53:00
449,449,instalacion,Hay que ir a instalar una nueva conexión,normal,,Verificar stock en bodega,2023-06-30 13:26:00,2023-06-30 21:26:00
450,450,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,,2023-07-07 01:33:00,2023-07-08 05:33:00
451,451,mantenimiento,Realizar mantenimiento preventivo,normal,Antena de 5GHz,Verificar stock en bodega,2023-07-02 18:02:00,2023-07-03 00:02:00
452,452,instalacion,Hay que ir a instalar una nueva conexión,urgente,,,2023-07-03 16:13:00,2023-07-04 20:13:00
453,453,configuracion,Configurar nuevamente el equipo,baja,,Verificar stock en bodega,2023-07-09 03:11:00,2023-07-11 04:11:00
454,454,configuracion,Configurar nuevamente el equipo,urgente,Modem Huawei,Verificar stock en bodega,2023-07-08 06:20:00,2023-07-09 04:20:00
455,455,instalacion,Hay que ir a instalar una nueva conexión,baja,,Verificar stock en bodega,2023-07-04 18:34:00,2023-07-04 22:34:00
456,456,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2023-07-06 18:49:00,2023-07-09 08:49:00
457,457,configuracion,Configurar nuevamente el equipo,urgente,,Verificar stock en bodega,2023-07-07 16:15:00,2023-07-09 09:15:00
458,458,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,Verificar stock en bodega,2023-07-05 22:46:00,2023-07-06 05:46:00
459,459,instalacion,Hay que ir a instalar una nueva conexión,baja,Antena de 5GHz,,2023-07-08 21:46:00,2023-07-10 07:46:00
460,460,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2023-07-08 20:32:00,2023-07-09 13:32:00
461,461,configuracion,Configurar nuevamente el equipo,urgente,Modem Huawei,Verificar stock en bodega,2023-07-05 17:45:00,2023-07-08 12:45:00
462,462,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,,2023-07-04 06:54:00,2023-07-06 13:54:00
463,463,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2023-07-08 11:55:00,2023-07-09 08:55:00
464,464,instalacion,Hay que ir a instalar una nueva conexión,alta,,Verificar stock en bodega,2023-07-02 09:19:00,2023-07-04 22:19:00
465,465,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,,2023-07-10 15:25:00,2023-07-12 07:25:00
466,466,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,Verificar stock en bodega,2023-07-13 19:27:00,2023-07-14 07:27:00
467,467,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,,2023-07-10 03:00:00,2023-07-12 11:00:00
468,468,configuracion,Configurar nuevamente el equipo,baja,Antena de 5GHz,Verificar stock en bodega,2023-07-09 16:03:00,2023-07-12 13:03:00
469,469,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2023-07-12 10:42:00,2023-07-14 02:42:00
470,470,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2023-07-10 22:32:00,2023-07-13 21:32:00
471,471,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-07-16 00:29:00,2023-07-18 00:29:00
472,472,instalacion,Hay que ir a instalar una nueva conexión,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-07-15 13:03:00,2023-07-16 10:03:00
473,473,instalacion,Hay que ir a instalar una nueva conexión,urgente,,,2023-07-09 23:57:00,2023-07-10 12:57:00
474,474,mantenimiento,Realizar mantenimiento preventivo,normal,"Router TP-Link, Cable UTP",,2023-07-10 04:38:00,2023-07-12 11:38:00
475,475,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2023-07-14 23:37:00,2023-07-17 15:37:00
476,476,reparacion,Es necesario reparar el sistema dañado,normal,,,2023-07-13 17:50:00,2023-07-14 23:50:00
477,477,mantenimiento,Realizar mantenimiento preventivo,baja,Antena de 5GHz,Verificar stock en bodega,2023-07-09 11:51:00,2023-07-11 12:51:00
478,478,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,Verificar stock en bodega,2023-07-12 07:47:00,2023-07-13 06:47:00
479,479,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-07-14 01:09:00,2023-07-16 02:09:00
480,480,configuracion,Configurar nuevamente el equipo,alta,,,2023-07-18 13:07:00,2023-07-20 22:07:00
481,481,mantenimiento,Realizar mantenimiento preventivo,alta,,Verificar stock en bodega,2023-07-17 15:54:00,2023-07-18 09:54:00
482,482,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,Verificar stock en bodega,2023-07-16 19:33:00,2023-07-18 09:33:00
483,483,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2023-07-23 02:50:00,2023-07-23 12:50:00
484,484,mantenimiento,Realizar mantenimiento preventivo,urgente,,Verificar stock en bodega,2023-07-22 14:36:00,2023-07-23 21:36:00
485,485,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2023-07-16 16:38:00,2023-07-18 12:38:00
486,486,mantenimiento,Realizar mantenimiento preventivo,urgente,,,2023-07-19 08:31:00,2023-07-20 06:31:00
487,487,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",,2023-07-22 07:02:00,2023-07-24 09:02:00
488,488,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,Verificar stock en bodega,2023-07-17 16:26:00,2023-07-19 07:26:00
489,489,configuracion,Configurar nuevamente el equipo,alta,,,2023-07-21 00:21:00,2023-07-23 10:21:00
490,490,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,,2023-07-22 16:40:00,2023-07-23 02:40:00
491,491,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2023-07-21 01:09:00,2023-07-23 21:09:00
492,492,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2023-07-22 07:23:00,2023-07-24 02:23:00
493,493,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2023-07-22 23:04:00,2023-07-23 08:04:00
494,494,reparacion,Es necesario reparar el sistema dañado,baja,Switch de 8 puertos,Verificar stock en bodega,2023-07-22 14:08:00,2023-07-22 17:08:00
495,495,instalacion,Hay que ir a instalar una nueva conexión,normal,,,2023-07-20 03:12:00,2023-07-21 06:12:00
496,496,configuracion,Configurar nuevamente el equipo,baja,Modem Huawei,Verificar stock en bodega,2023-07-22 04:07:00,2023-07-23 16:07:00
497,497,instalacion,Hay que ir a instalar una nueva conexión,normal,,Verificar stock en bodega,2023-07-20 03:02:00,2023-07-20 04:02:00
498,498,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",,2023-07-20 11:22:00,2023-07-20 21:22:00
499,499,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-07-27 12:17:00,2023-07-30 01:17:00
500,500,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-07-24 02:06:00,2023-07-25 03:06:00
501,501,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,,2023-07-29 20:56:00,2023-07-30 22:56:00
502,502,instalacion,Hay que ir a instalar una nueva conexión,normal,Switch de 8 puertos,,2023-07-28 12:05:00,2023-07-29 19:05:00
503,503,reparacion,Es necesario reparar el sistema dañado,baja,,,2023-07-28 05:13:00,2023-07-29 19:13:00
504,504,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2023-07-28 08:35:00,2023-07-29 00:35:00
505,505,reparacion,Es necesario reparar el sistema dañado,baja,Antena de 5GHz,Verificar stock en bodega,2023-07-23 12:25:00,2023-07-24 23:25:00
506,506,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",,2023-07-24 01:16:00,2023-07-24 03:16:00
507,507,configuracion,Configurar nuevamente el equipo,normal,,,2023-07-25 10:57:00,2023-07-27 08:57:00
508,508,configuracion,Configurar nuevamente el equipo,urgente,,,2023-07-26 00:04:00,2023-07-27 03:04:00
509,509,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,Verificar stock en bodega,2023-07-26 16:41:00,2023-07-27 05:41:00
510,510,configuracion,Configurar nuevamente el equipo,urgente,,Verificar stock en bodega,2023-07-30 05:03:00,2023-07-30 12:03:00
511,511,instalacion,Hay que ir a instalar una nueva conexión,baja,Antena de 5GHz,,2023-07-25 00:59:00,2023-07-27 08:59:00
512,512,mantenimiento,Realizar mantenimiento preventivo,baja,Switch de 8 puertos,Verificar stock en bodega,2023-07-29 23:59:00,2023-08-01 21:59:00
513,513,mantenimiento,Realizar mantenimiento preventivo,normal,Antena de 5GHz,Verificar stock en bodega,2023-07-29 21:22:00,2023-07-30 09:22:00
514,514,reparacion,Es necesario reparar el sistema dañado,normal,,Verificar stock en bodega,2023-07-24 11:15:00,2023-07-25 00:15:00
515,515,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-07-28 13:26:00,2023-07-29 17:26:00
516,516,instalacion,Hay que ir a instalar una nueva conexión,normal,,Verificar stock en bodega,2023-07-27 08:03:00,2023-07-28 19:03:00
517,517,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-07-28 18:11:00,2023-07-31 18:11:00
518,518,instalacion,Hay que ir a instalar una nueva conexión,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-08-01 03:02:00,2023-08-02 05:02:00
519,519,configuracion,Configurar nuevamente el equipo,normal,,,2023-08-03 06:32:00,2023-08-05 23:32:00
520,520,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2023-08-03 09:38:00,2023-08-05 09:38:00
521,521,reparacion,Es necesario reparar el sistema dañado,urgente,Modem Huawei,Verificar stock en bodega,2023-07-31 13:13:00,2023-08-02 15:13:00
522,522,mantenimiento,Realizar mantenimiento preventivo,normal,Modem Huawei,,2023-08-03 08:08:00,2023-08-05 01:08:00
523,523,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,,2023-08-05 22:17:00,2023-08-08 22:17:00
524,524,configuracion,Configurar nuevamente el equipo,baja,Switch de 8 puertos,,2023-08-05 06:16:00,2023-08-07 00:16:00
525,525,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,,2023-07-31 10:29:00,2023-08-01 10:29:00
526,526,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-08-01 12:51:00,2023-08-04 12:51:00
527,527,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-08-04 01:58:00,2023-08-06 10:58:00
528,528,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",,2023-07-30 19:35:00,2023-08-01 07:35:00
529,529,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,,2023-07-31 21:50:00,2023-08-01 15:50:00
530,530,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,,2023-08-05 09:03:00,2023-08-07 19:03:00
531,531,configuracion,Configurar nuevamente el equipo,baja,Switch de 8 puertos,,2023-08-02 13:22:00,2023-08-04 13:22:00
532,532,mantenimiento,Realizar mantenimiento preventivo,baja,,Verificar stock en bodega,2023-07-30 21:52:00,2023-07-31 05:52:00
533,533,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2023-08-08 18:14:00,2023-08-09 00:14:00
534,534,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-08-09 00:02:00,2023-08-11 00:02:00
535,535,instalacion,Hay que ir a instalar una nueva conexión,normal,Modem Huawei,Verificar stock en bodega,2023-08-06 15:40:00,2023-08-09 03:40:00
536,536,instalacion,Hay que ir a instalar una nueva conexión,baja,Modem Huawei,,2023-08-07 08:29:00,2023-08-08 23:29:00
537,537,instalacion,Hay que ir a instalar una nueva conexión,baja,Switch de 8 puertos,,2023-08-07 14:01:00,2023-08-09 10:01:00
538,538,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,,2023-08-06 23:39:00,2023-08-08 18:39:00
539,539,mantenimiento,Realizar mantenimiento preventivo,normal,Antena de 5GHz,Verificar stock en bodega,2023-08-12 07:08:00,2023-08-12 12:08:00
540,540,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,,2023-08-07 21:36:00,2023-08-08 01:36:00
541,541,reparacion,Es necesario reparar el sistema dañado,urgente,,Verificar stock en bodega,2023-08-13 02:13:00,2023-08-15 16:13:00
542,542,mantenimiento,Realizar mantenimiento preventivo,alta,,Verificar stock en bodega,2023-08-08 01:10:00,2023-08-08 17:10:00
543,543,mantenimiento,Realizar mantenimiento preventivo,baja,"Router TP-Link, Cable UTP",Verificar stock en bodega,2023-08-12 05:05:00,2023-08-13 09:05:00
544,544,configuracion,Configurar nuevamente el equipo,urgente,Modem Huawei,Verificar stock en bodega,2023-08-07 02:40:00,2023-08-08 11:40:00
545,545,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,Verificar stock en bodega,2023-08-08 17:38:00,2023-08-09 05:38:00
546,546,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2023-08-11 15:53:00,2023-08-14 13:53:00
547,547,configuracion,Configurar nuevamente el equipo,baja,"Router TP-Link, Cable UTP",,2023-08-08 11:59:00,2023-08-10 04:59:00
548,548,instalacion,Hay que ir a instalar una nueva conexión,urgente,Antena de 5GHz,Verificar stock en bodega,2023-08-09 19:05:00,2023-08-10 21:05:00
549,549,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2023-08-07 22:15:00,2023-08-08 14:15:00
550,550,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,,2023-08-09 11:02:00,2023-08-10 09:02:00
551,551,mantenimiento,Realizar mantenimiento preventivo,normal,,,2023-08-09 08:56:00,2023-08-10 00:56:00
552,552,instalacion,Hay que ir a instalar una nueva conexión,urgente,Switch de 8 puertos,Verificar stock en bodega,2023-08-10 15:08:00,2023-08-13 09:08:00
553,553,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2023-08-10 01:55:00,2023-08-11 15:55:00
554,554,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,Verificar stock en bodega,2023-08-09 13:46:00,2023-08-09 14:46:00
555,555,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,Verificar stock en bodega,2023-08-07 22:02:00,2023-08-09 03:02:00
556,556,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-08-08 12:01:00,2023-08-11 09:01:00
557,557,instalacion,Hay que ir a instalar una nueva conexión,urgente,Antena de 5GHz,Verificar stock en bodega,2023-08-08 05:46:00,2023-08-08 16:46:00
558,558,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2023-08-08 06:08:00,2023-08-10 11:08:00
559,559,mantenimiento,Realizar mantenimiento preventivo,urgente,Modem Huawei,,2023-08-17 04:30:00,2023-08-20 04:30:00
560,560,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,Verificar stock en bodega,2023-08-18 18:45:00,2023-08-19 08:45:00
561,561,reparacion,Es necesario reparar el sistema dañado,urgente,,,2023-08-14 03:09:00,2023-08-14 08:09:00
562,562,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,Verificar stock en bodega,2023-08-18 16:05:00,2023-08-19 02:05:00
563,563,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2023-08-20 05:29:00,2023-08-20 19:29:00
564,564,configuracion,Configurar nuevamente el equipo,baja,Modem Huawei,,2023-08-16 02:12:00,2023-08-17 01:12:00
565,565,mantenimiento,Realizar mantenimiento preventivo,alta,,,2023-08-20 09:33:00,2023-08-22 08:33:00
566,566,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,,2023-08-15 06:33:00,2023-08-17 22:33:00
567,567,reparacion,Es necesario reparar el sistema dañado,normal,,,2023-08-14 08:47:00,2023-08-15 05:47:00
568,568,mantenimiento,Realizar mantenimiento preventivo,baja,Modem Huawei,,2023-08-19 14:43:00,2023-08-21 23:43:00
569,569,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2023-08-17 10:15:00,2023-08-19 00:15:00
570,570,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,,2023-08-17 06:43:00,2023-08-20 01:43:00
571,571,reparacion,Es necesario reparar el sistema dañado,normal,,,2023-08-15 15:34:00,2023-08-16 06:34:00
572,572,reparacion,Es necesario reparar el sistema dañado,urgente,Switch de 8 puertos,Verificar stock en bodega,2023-08-14 12:55:00,2023-08-15 10:55:00
573,573,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2023-08-17 12:36:00,2023-08-19 10:36:00
574,574,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,Verificar stock en bodega,2023-08-16 03:28:00,2023-08-18 02:28:00
575,575,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,,2023-08-17 22:24:00,2023-08-19 10:24:00
576,576,reparacion,Es necesario reparar el sistema dañado,alta,,Verificar stock en bodega,2023-08-17 23:49:00,2023-08-19 16:49:00
577,577,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,,2023-08-19 13:43:00,2023-08-19 19:43:00
578,578,reparacion,Es necesario reparar el sistema dañado,baja,,Verificar stock en bodega,2023-08-15 18:38:00,2023-08-17 09:38:00
579,579,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,,2023-08-20 08:15:00,2023-08-20 13:15:00
580,580,configuracion,Configurar nuevamente el equipo,baja,,,2023-08-26 06:13:00,2023-08-28 14:13:00
581,581,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2023-08-22 04:01:00,2023-08-23 04:01:00
582,582,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2023-08-22 17:58:00,2023-08-24 03:58:00
583,583,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,Verificar stock en bodega,2023-08-22 09:44:00,2023-08-24 19:44:00
584,584,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,,2023-08-20 08:09:00,2023-08-20 18:09:00
585,585,mantenimiento,Realizar mantenimiento preventivo,alta,,,2023-08-24 06:51:00,2023-08-25 00:51:00
586,586,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",,2023-09-01 18:25:00,2023-09-02 13:25:00
587,587,mantenimiento,Realizar mantenimiento preventivo,urgente,,,2023-08-28 15:37:00,2023-08-31 06:37:00
588,588,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,,2023-09-02 07:46:00,2023-09-03 07:46:00
589,589,mantenimiento,Realizar mantenimiento preventivo,baja,Switch de 8 puertos,,2023-08-27 11:28:00,2023-08-29 04:28:00
590,590,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2023-08-27 23:10:00,2023-08-30 06:10:00
591,591,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,,2023-08-28 15:03:00,2023-08-29 10:03:00
592,592,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,,2023-09-02 18:01:00,2023-09-05 12:01:00
593,593,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,,2023-09-01 18:38:00,2023-09-03 15:38:00
594,594,mantenimiento,Realizar mantenimiento preventivo,baja,,,2023-08-31 04:33:00,2023-09-02 17:33:00
